2017-05-30T21:40:14+0000 [-] unauthorized login: 
2017-05-30T21:40:14+0000 [twisted.internet.defer#critical] Unhandled error in Deferred:
2017-05-30T21:40:14+0000 [twisted.internet.defer#critical] 
	Traceback (most recent call last):
	  File "/home/cowrie/cowrie/cowrie-env/local/lib/python2.7/site-packages/twisted/internet/base.py", line 1252, in mainLoop
2017-05-30T21:50:43+0000 [CowrieTelnetTransport,515,134.249.27.58] CMD: shell
2017-05-30T21:50:43+0000 [CowrieTelnetTransport,515,134.249.27.58] Command not found: shell
2017-05-30T21:50:44+0000 [CowrieTelnetTransport,515,134.249.27.58] Received unhandled keyID: '\x00'
2017-05-30T21:50:44+0000 [CowrieTelnetTransport,515,134.249.27.58] CMD: sh
2017-05-30T21:50:44+0000 [CowrieTelnetTransport,515,134.249.27.58] Command found: sh 
2017-05-30T21:50:44+0000 [CowrieTelnetTransport,515,134.249.27.58] Received unhandled keyID: '\x00'
2017-05-30T21:50:44+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:50:44+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 65.55.33.119:25 from localhost:5556
2017-05-30T21:50:44+0000 [CowrieTelnetTransport,515,134.249.27.58] CMD: /bin/busybox MIRAI
2017-05-30T21:50:44+0000 [CowrieTelnetTransport,515,134.249.27.58] Command found: /bin/busybox MIRAI
2017-05-30T21:50:44+0000 [cowrie.telnet.transport.HoneyPotTelnetFactory] New connection: 185.188.206.99:47155 (10.8.41.81:2223) [session: TT516]
2017-05-30T21:50:44+0000 [CowrieTelnetTransport,515,134.249.27.58] Closing TTY Log: log/tty/20170530-215043-None-515i.log after 1 seconds
2017-05-30T21:50:44+0000 [CowrieTelnetTransport,515,134.249.27.58] honeypot terminal protocol connection lost [Failure instance: Traceback (failure with no frames): <class 'twisted.internet.error.ConnectionDone'>: Connection was closed cleanly.
	]
2017-05-30T21:50:44+0000 [CowrieTelnetTransport,515,134.249.27.58] Connection lost after 4 seconds
2017-05-30T21:50:44+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] got channel 'direct-tcpip' request
2017-05-30T21:50:44+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] direct-tcp connection request to 63.250.192.46:25 from localhost:5556
2017-05-30T21:50:45+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:50:45+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 65.54.188.110:25 from localhost:5556
2017-05-30T21:50:48+0000 [CowrieTelnetTransport,516,185.188.206.99] login attempt: 73
2017-05-30T21:50:48+0000 [CowrieTelnetTransport,516,185.188.206.99] login return, expect: [root/root]
2017-05-30T21:50:50+0000 [CowrieTelnetTransport,516,185.188.206.99] login attempt [root/root] succeeded
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Opening TTY Log: log/tty/20170530-215052-None-516i.log
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Warning: state changed and new state returned
2017-05-30T21:50:52+0000 [SSHChannel None (122) on SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] remote eof
2017-05-30T21:50:52+0000 [SSHChannel None (122) on SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] remote close
2017-05-30T21:50:52+0000 [SSHChannel None (122) on SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] sending close 122
2017-05-30T21:50:52+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] got channel 'direct-tcpip' request
2017-05-30T21:50:52+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,16,91.195.103.217] direct-tcp connection request to 63.250.192.46:25 from localhost:5556
2017-05-30T21:50:52+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:50:52+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 74.125.132.26:25 from localhost:5556
2017-05-30T21:50:52+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] got channel 'direct-tcpip' request
2017-05-30T21:50:52+0000 [SSHService 'ssh-connection' on HoneyPotSSHTransport,18,91.195.103.185] direct-tcp connection request to 65.55.92.136:25 from localhost:5556
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: enable
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: enable 
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Reading txtcmd from "txtcmds/bin/enable"
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: shell
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command not found: shell
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: sh
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: sh 
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: /bin/busybox ECCHI
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox ECCHI
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: /bin/busybox ps; /bin/busybox ECCHI
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox ps
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: ps
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox ECCHI
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: /bin/busybox cat /proc/mounts; /bin/busybox ECCHI
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox cat /proc/mounts
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: cat /proc/mounts
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox ECCHI
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69' > /.nippon; /bin/busybox cat /.nippon; /bin/busybox rm /.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69' > /.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: echo -e '\x6b\x61\x6d\x69'
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox cat /.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: cat /.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox rm /.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: rm /.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69/sys' > /sys/.nippon; /bin/busybox cat /sys/.nippon; /bin/busybox rm /sys/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69/sys' > /sys/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: echo -e '\x6b\x61\x6d\x69/sys'
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox cat /sys/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: cat /sys/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox rm /sys/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: rm /sys/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69/proc' > /proc/.nippon; /bin/busybox cat /proc/.nippon; /bin/busybox rm /proc/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69/proc' > /proc/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: echo -e '\x6b\x61\x6d\x69/proc'
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox cat /proc/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: cat /proc/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox rm /proc/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: rm /proc/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69/dev' > /dev/.nippon; /bin/busybox cat /dev/.nippon; /bin/busybox rm /dev/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69/dev' > /dev/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: echo -e '\x6b\x61\x6d\x69/dev'
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox cat /dev/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: cat /dev/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox rm /dev/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: rm /dev/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69/dev/pts' > /dev/pts/.nippon; /bin/busybox cat /dev/pts/.nippon; /bin/busybox rm /dev/pts/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69/dev/pts' > /dev/pts/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: echo -e '\x6b\x61\x6d\x69/dev/pts'
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox cat /dev/pts/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: cat /dev/pts/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox rm /dev/pts/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: rm /dev/pts/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69/run' > /run/.nippon; /bin/busybox cat /run/.nippon; /bin/busybox rm /run/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69/run' > /run/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: echo -e '\x6b\x61\x6d\x69/run'
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox cat /run/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: cat /run/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox rm /run/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: rm /run/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69' > /.nippon; /bin/busybox cat /.nippon; /bin/busybox rm /.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69' > /.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: echo -e '\x6b\x61\x6d\x69'
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox cat /.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: cat /.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox rm /.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: rm /.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69/dev/shm' > /dev/shm/.nippon; /bin/busybox cat /dev/shm/.nippon; /bin/busybox rm /dev/shm/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69/dev/shm' > /dev/shm/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: echo -e '\x6b\x61\x6d\x69/dev/shm'
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox cat /dev/shm/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: cat /dev/shm/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox rm /dev/shm/.nippon
2017-05-30T21:50:52+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: rm /dev/shm/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69/run/lock' > /run/lock/.nippon; /bin/busybox cat /run/lock/.nippon; /bin/busybox rm /run/lock/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69/run/lock' > /run/lock/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: echo -e '\x6b\x61\x6d\x69/run/lock'
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox cat /run/lock/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: cat /run/lock/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox rm /run/lock/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: rm /run/lock/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69/proc/sys/fs/binfmt_misc' > /proc/sys/fs/binfmt_misc/.nippon; /bin/busybox cat /proc/sys/fs/binfmt_misc/.nippon; /bin/busybox rm /proc/sys/fs/binfmt_misc/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69/proc/sys/fs/binfmt_misc' > /proc/sys/fs/binfmt_misc/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: echo -e '\x6b\x61\x6d\x69/proc/sys/fs/binfmt_misc'
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox cat /proc/sys/fs/binfmt_misc/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: cat /proc/sys/fs/binfmt_misc/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox rm /proc/sys/fs/binfmt_misc/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: rm /proc/sys/fs/binfmt_misc/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69/sys/fs/fuse/connections' > /sys/fs/fuse/connections/.nippon; /bin/busybox cat /sys/fs/fuse/connections/.nippon; /bin/busybox rm /sys/fs/fuse/connections/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69/sys/fs/fuse/connections' > /sys/fs/fuse/connections/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox cat /sys/fs/fuse/connections/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: cat /sys/fs/fuse/connections/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox rm /sys/fs/fuse/connections/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: rm /sys/fs/fuse/connections/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69/boot' > /boot/.nippon; /bin/busybox cat /boot/.nippon; /bin/busybox rm /boot/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69/boot' > /boot/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: echo -e '\x6b\x61\x6d\x69/boot'
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox cat /boot/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: cat /boot/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox rm /boot/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: rm /boot/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69/home' > /home/.nippon; /bin/busybox cat /home/.nippon; /bin/busybox rm /home/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69/home' > /home/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: echo -e '\x6b\x61\x6d\x69/home'
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox cat /home/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: cat /home/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox rm /home/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: rm /home/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69/proc/sys/fs/binfmt_misc' > /proc/sys/fs/binfmt_misc/.nippon; /bin/busybox cat /proc/sys/fs/binfmt_misc/.nippon; /bin/busybox rm /proc/sys/fs/binfmt_misc/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69/proc/sys/fs/binfmt_misc' > /proc/sys/fs/binfmt_misc/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: echo -e '\x6b\x61\x6d\x69/proc/sys/fs/binfmt_misc'
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox cat /proc/sys/fs/binfmt_misc/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: cat /proc/sys/fs/binfmt_misc/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox rm /proc/sys/fs/binfmt_misc/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: rm /proc/sys/fs/binfmt_misc/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: /bin/busybox echo -e '\x6b\x61\x6d\x69/dev' > /dev/.nippon; /bin/busybox cat /dev/.nippon; /bin/busybox rm /dev/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox echo -e '\x6b\x61\x6d\x69/dev' > /dev/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: echo -e '\x6b\x61\x6d\x69/dev'
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox cat /dev/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: cat /dev/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox rm /dev/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: rm /dev/.nippon
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] CMD: /bin/busybox ECCHI
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,516,185.188.206.99] Command found: /bin/busybox ECCHI
2017-05-30T21:50:53+0000 [CowrieTelnetTransport,514,64.138.196.32] Connection lost after 39 seconds
